doi,title,year,cluster,topic_label
10.48084/etasr.11855,Evaluating the Curing Effects on PET-Enhanced Asphalt Mixtures in Hot-Climate Conditions,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.71031/qhsi.2025.v1.i2.003,ИСПОЛЬЗОВАНИЕ ПЛАСТИКОВЫХ ОТХОДОВ В ДОРОЖНОМ СТРОИТЕЛЬСТВЕ,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3390/polym17111438,"Mechanical Properties, Physical Properties and VOC Emissions of Three-Layer Particleboards with Recycled Automotive Plastics in the Core Layer",2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1108/meq-11-2023-0387,Formulating a framework for sustainable circular supply chain management: integration of circular economy decoupled with Industry 4.0 attributes through Fuzzy–ISM approach,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1136/rapm-2025-esra.642,FT24 The greenest block,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.46647/ijetms.2025.v09i03.019,RECYCLED PLASTICS IN CONSTRUCTION: A PATHWAY TO SUSTAINABLE INFRASTRUCTURE,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1016/j.envres.2025.121784,Recycled plastics as innovative low-cost adsorbents to reduce lead concentrations in waters,2025,7,"marine debris, metric tons, human health, u s"
10.1016/j.wasman.2025.114846,RecyQMeter: Application-specific quality of recycled plastics,2025,7,"marine debris, metric tons, human health, u s"
10.3389/frsus.2025.1531428,Value chain actor perceptions to enhance plastics circularity in Europe—recommendations for future action,2025,7,"marine debris, metric tons, human health, u s"
10.1039/d4lp00372a,"Depolymerization of PET by Common Alkanolamines Yields Tunable Monomers to Expand the Design Space of 3D-Printable, Intrinsically Self-Healing Polyamide-Ionenes",2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.30955/gnc2025.00052,Optimizing the use of plastic materials from Walloon buildings for material and environmental innovation,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1016/j.jhazmat.2025.138946,Effects of leachates from black recycled polyethylene plastics on mRNA expression of genes involved in adipogenesis and endocrine pathways in zebrafish embryos,2025,7,"marine debris, metric tons, human health, u s"
10.3390/su17146323,Systemic Gaps in Circular Plastics: A Role-Specific Assessment of Quality and Traceability Barriers in Australia,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1177/00219983251386886,Calcium carbonate’s impact on pine wood flour and talc-filled recycled polypropylene composites for sustainable material applications,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.15446/dyna.v92n235.115993,Caracterización física y mecánica de maderas plásticas extruidas para su uso en construcciones civiles,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.29183/2596-237x.ensus2025.v13.n1.p1946-1958,Sustainability: influences on automotive C&T/CMF,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1002/bit.70048,The Impact of Protein Content and Fouling on Enzymatic Degradation of Polyethylene Terephthalate,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.55343/cogsust.131,Comprehensive overview of sustainable food packaging material alternatives,2025,7,"marine debris, metric tons, human health, u s"
10.1021/acsami.5c13061,Photo-Healable and Stretchable Fibers from Upcycled TPEE and Azopolymers by Harnessing Solid-to-Liquid Photoisomerization,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.4314/jagst.v23i4.6,Development of additive manufacturing biofilaments from recycled high-density polyethylene and rice husks: optimization of extrusion parameters,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.52166/adilla.v8i2.8099,ANALYSIS OF FOOD PRODUCTION AND CONSUMPTION IN ISLAMIC BUSINESS ETHICS: A CASE STUDY OF BUSER INVESTIGASI,2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.70382/hujaeed.v9i4.010,The Feasibility of Reusing Low-Density Polyethylene (LDPE) Plastic Waste in the Production of Bricks,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1002/cssc.202500420,Continuous Flow Depolymerization of Polycarbonates and Poly(lactic acid) Promoted by Supported Organocatalysts,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.70382/ajbegr.v8i4.021,Achieving Environmental Sustainability by Reusing Low-Density Polyethylene in the Production of Bricks,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.1002/ange.202512687,Mechanochemical Degradation of Polystyrene Into Benzene for Recycling and Upcycling,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.3390/ma18184305,Eco-Gypsum Panels with Recycled Fishing NET Fibers for Sustainable Construction: Development and Characterization,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.64252/gata6n32,Evaluation Of Strength Characteristics Of Flexible Pavement Layers Modified With Plastic Waste,2025,7,"marine debris, metric tons, human health, u s"
10.1021/acssuschemeng.4c09388,Efficient Recycling of PET-PE Multilayer Packaging Materials Based on Enzymatic Depolymerization of PET,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
10.1016/j.wasman.2025.114960,Detection of degraded high-density polyethylene via near-infrared hyperspectral imaging,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1002/app.57833,Correlation Between Vinyl Content of Recycled <scp>HDPE</scp> and Polymer Degradation: An <scp>NMR</scp> Approach,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/polym17182475,Systematic Characterization and Property Enhancement of Recycled PE Flexible Film Packaging,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1002/vnl.22224,Recycled polyvinyl chloride composites: Effect of kenaf and wood fibers on mechanical and flammability properties,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/biomass5030043,Effect of Thickness Swelling and Termite Attack Resistance in Wood–Plastic Composites Produced with Pine Wood and Recycled Thermoplastics,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/buildings15152778,"Investigation of Fresh, Mechanical, and Durability Properties of Rubberized Fibre-Reinforced Concrete Containing Macro-Synthetic Fibres and Tyre Waste Rubber",2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.21697/seb.5862,Environmental Life-Cycle Assessment of Waste Management in the Building Sector. A Case Study of a Building Project in Karlstad in Central-Sweden,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.3390/suschem6020016,The Need for Change: A Roadmap for the Sustainable Transformation of the Chemical Industry,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.25077/jrk.v16i2.826,Development and Characterization of Recycled Polypropylene/Teak Wood Dust Composites for Sustainable Applications in the Automotive Components Industry: Thermal and Mechanical Properties,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.37934/aram.136.1.7384,Mechanical Analysis Palm Empty Fruit Bunches (PEFB) Reinforced Recycled LDPE for PEFB/LDPE Polymer Composite,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.59324/stss.2025.2(5).07,Design and Optimization of an Injection Mold for Automotive Air Duct Head Using Advanced CAE Tools,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1371/journal.pone.0327374,"Knowledge, attitudes and practice of consumers towards single-use plastics at Korle-Gonno, Ghana",2025,5,"sustainable development, environmental awareness, climate change, purchase intention"
10.1021/acsomega.4c10252,Revaluation of Guadua Fiber for the Sustainable Production of Recycled Thermoplastic Composites with Potential Industrial Applications and Their Corresponding Life Cycle Analysis,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1016/j.wasman.2025.02.052,Exploring the potential of chemical recycling using a distributed model in the UK – A life cycle assessment perspective,2025,7,"marine debris, metric tons, human health, u s"
10.1002/amp2.70021,Proposal for a Circular Recycling of Hydrocarbon Plastics,2025,7,"marine debris, metric tons, human health, u s"
10.25124/ijies.v9i01.644,The Feasibility of Eco-Bricks as Recycled Products in Yogyakarta Waste Bank,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.64026/jssf/2025011,Chemical Recycling Pathways for Agricultural Plastics - A Comparative Technology Assessment,2025,7,"marine debris, metric tons, human health, u s"
10.1122/8.0001004,Recovery of postconsumer mechanically recycled polymers,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.33899/jre.v2i1.49808,"Mechanical processing of plastic waste; polyethylene terephthalate (PET), polyethylene (PE) types",2025,7,"marine debris, metric tons, human health, u s"
10.1039/d5ay01257k,Is it possible to distinguish virgin versus pyrolytic recycled styrene by determining the intramolecular <sup>13</sup>C distribution?,2025,7,"marine debris, metric tons, human health, u s"
10.21686/2413-2829-2025-4-36-45,Effect of Closed Cycle Economy for Sustainable Development of Russian Regions: Reserves and Prospects of Import Substitution,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1002/slct.202502373,Sustainable Solvent‐Based Extraction of Polymers from Plastic Waste for Antibacterial Water Purification Membranes,2025,7,"marine debris, metric tons, human health, u s"
10.55214/25768484.v9i6.8274,Effect of plastic waste shredding and its mixture formula on increasing the compressive strength of earth bricks,2025,4,"compressive strength, mechanical properties, flexural strength, tensile strength"
10.3390/s25196205,IR Spectroscopy as a Diagnostic Tool in the Recycling Process and Evaluation of Recycled Polymeric Materials,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.69997/sct.138183,Olefins production through sustainable pathways: techno-economic and environmental assessment,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.59556/japi.73.0840,Plastic Pollution and One Health Crisis: A Burning Issue in Environmental Medicine,2025,7,"marine debris, metric tons, human health, u s"
10.64252/emdk7f27,Waste Recycling And Sustainable Economic Growth: Challenges Of The Circular Economy In Developing Countries,2025,6,"supply chain, climate change, environmental impacts, value chain"
10.1002/marc.202500165,On The Structure‐Property‐Relationships of Textile Coated and Mechanical Recycled Polycarbonate Based Thermoplastic Blends for Automotive Interior Applications,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.1021/acsmacrolett.5c00150,Selective Recovery of Ethylene Vinyl Alcohol from K-Cups,2025,3,"mechanical properties, tensile strength, polypropylene pp, injection molding"
10.3390/catal15040335,Hydrocracking of Polyethylene to Gasoline-Range Hydrocarbons over a Ruthenium-Zeolite Bifunctional Catalyst System with Optimal Synergy of Metal and Acid Sites,2025,2,"polyethylene terephthalate pet, supporting information, molecular weight, pyrolysis oil"
